x u delta
-0.3340 1.0000 1.0000 0.0000
-0.3330 1.0000 1.0000 0.0000
-0.3320 1.0000 1.0000 0.0000
-0.3310 1.0000 1.0000 0.0000
-0.3300 1.0000 1.0000 0.0000
-0.3290 1.0000 1.0000 0.0000
-0.3280 1.0000 1.0000 0.0000
-0.3270 1.0000 1.0000 0.0000
-0.3260 1.0000 1.0000 0.0000
-0.3250 1.0000 1.0000 0.0000
-0.3240 1.0000 1.0000 0.0000
-0.3230 1.0000 1.0000 0.0000
-0.3220 1.0000 1.0000 0.0000
-0.3210 1.0000 1.0000 0.0000
-0.3200 1.0000 1.0000 0.0000
-0.3190 1.0000 1.0000 0.0000
-0.3180 1.0000 1.0000 0.0000
-0.3170 1.0000 1.0000 0.0000
-0.3160 1.0000 1.0000 0.0000
-0.3150 1.0000 1.0000 0.0000
-0.3140 1.0000 1.0000 0.0000
-0.3130 1.0000 1.0000 0.0000
-0.3120 1.0000 1.0000 0.0000
-0.3110 1.0000 1.0000 0.0000
-0.3100 1.0000 1.0000 0.0000
-0.3090 1.0000 1.0000 0.0000
-0.3080 1.0000 1.0000 0.0000
-0.3070 1.0000 1.0000 0.0000
-0.3060 1.0000 1.0000 0.0000
-0.3050 1.0000 1.0000 0.0000
-0.3040 1.0000 1.0000 0.0000
-0.3030 1.0000 1.0000 0.0000
-0.3020 1.0000 1.0000 0.0000
-0.3010 1.0000 1.0000 0.0000
-0.3000 1.0000 1.0000 0.0000
-0.2990 1.0000 1.0000 0.0000
-0.2980 1.0000 1.0000 0.0000
-0.2970 1.0000 1.0000 0.0000
-0.2960 1.0000 1.0000 0.0000
-0.2950 1.0000 1.0000 0.0000
-0.2940 1.0000 1.0000 0.0000
-0.2930 1.0000 1.0000 0.0000
-0.2920 1.0000 1.0000 0.0000
-0.2910 1.0000 1.0000 0.0000
-0.2900 1.0000 1.0000 0.0000
-0.2890 1.0000 1.0000 0.0000
-0.2880 1.0000 1.0000 0.0000
-0.2870 1.0000 1.0000 0.0000
-0.2860 1.0000 1.0000 0.0000
-0.2850 1.0000 1.0000 0.0000
-0.2840 1.0000 1.0000 0.0000
-0.2830 1.0000 1.0000 0.0000
-0.2820 1.0000 1.0000 0.0000
-0.2810 1.0000 1.0000 0.0000
-0.2800 1.0000 1.0000 0.0000
-0.2790 1.0000 1.0000 0.0000
-0.2780 1.0000 1.0000 0.0000
-0.2770 1.0000 1.0000 0.0000
-0.2760 1.0000 1.0000 0.0000
-0.2750 1.0000 1.0000 0.0000
-0.2740 1.0000 1.0000 0.0000
-0.2730 1.0000 1.0000 -0.0000
-0.2720 1.0000 1.0000 -0.0000
-0.2710 1.0000 1.0000 -0.0000
-0.2700 1.0000 1.0000 -0.0000
-0.2690 1.0000 1.0000 -0.0000
-0.2680 1.0000 1.0000 -0.0000
-0.2670 1.0000 1.0000 -0.0000
-0.2660 1.0000 1.0000 -0.0000
-0.2650 1.0000 1.0000 -0.0000
-0.2640 1.0000 1.0000 -0.0000
-0.2630 1.0000 1.0000 -0.0000
-0.2620 1.0000 1.0000 -0.0000
-0.2610 1.0000 1.0000 -0.0000
-0.2600 1.0000 1.0000 -0.0000
-0.2590 1.0000 1.0000 -0.0000
-0.2580 1.0000 1.0000 -0.0000
-0.2570 1.0000 1.0000 -0.0000
-0.2560 1.0000 1.0000 -0.0000
-0.2550 1.0000 1.0000 -0.0000
-0.2540 1.0000 1.0000 -0.0000
-0.2530 1.0000 1.0000 -0.0000
-0.2520 1.0000 1.0000 -0.0000
-0.2510 1.0000 1.0000 -0.0000
-0.2500 1.0000 1.0000 -0.0000
-0.2490 1.0000 1.0000 -0.0000
-0.2480 1.0000 1.0000 -0.0000
-0.2470 1.0000 1.0000 -0.0000
-0.2460 1.0000 1.0000 -0.0000
-0.2450 1.0000 1.0000 -0.0000
-0.2440 1.0000 1.0000 -0.0000
-0.2430 1.0000 1.0000 -0.0000
-0.2420 1.0000 1.0000 -0.0000
-0.2410 1.0000 1.0000 -0.0000
-0.2400 1.0000 1.0000 -0.0000
-0.2390 1.0000 1.0000 -0.0000
-0.2380 1.0000 1.0000 -0.0000
-0.2370 1.0000 1.0000 -0.0000
-0.2360 1.0000 1.0000 -0.0000
-0.2350 1.0000 1.0000 -0.0000
-0.2340 1.0000 1.0000 -0.0000
-0.2330 1.0000 1.0000 -0.0000
-0.2320 1.0000 1.0000 -0.0000
-0.2310 1.0000 1.0000 -0.0000
-0.2300 1.0000 1.0000 -0.0000
-0.2290 1.0000 1.0000 -0.0000
-0.2280 1.0000 1.0000 -0.0000
-0.2270 1.0000 1.0000 -0.0000
-0.2260 1.0000 1.0000 -0.0000
-0.2250 1.0000 1.0000 -0.0000
-0.2240 1.0000 1.0000 -0.0000
-0.2230 1.0000 1.0000 -0.0000
-0.2220 1.0000 1.0000 -0.0000
-0.2210 1.0000 1.0000 -0.0000
-0.2200 1.0000 1.0000 -0.0000
-0.2190 1.0000 1.0000 -0.0000
-0.2180 1.0000 1.0000 -0.0000
-0.2170 1.0000 1.0000 -0.0000
-0.2160 1.0000 1.0000 -0.0000
-0.2150 1.0000 1.0000 -0.0000
-0.2140 1.0000 1.0000 -0.0000
-0.2130 1.0000 1.0000 -0.0000
-0.2120 1.0000 1.0000 -0.0000
-0.2110 1.0000 1.0000 -0.0000
-0.2100 1.0000 1.0000 -0.0000
-0.2090 1.0000 1.0000 -0.0000
-0.2080 1.0000 1.0000 -0.0000
-0.2070 1.0000 1.0000 -0.0000
-0.2060 1.0000 1.0000 -0.0000
-0.2050 1.0000 1.0000 -0.0000
-0.2040 1.0000 1.0000 -0.0000
-0.2030 1.0000 1.0000 -0.0000
-0.2020 1.0000 1.0000 -0.0000
-0.2010 1.0000 1.0000 -0.0000
-0.2000 1.0000 1.0000 -0.0000
-0.1990 1.0000 1.0000 -0.0000
-0.1980 1.0000 1.0000 -0.0000
-0.1970 1.0000 1.0000 -0.0000
-0.1960 1.0000 1.0000 -0.0000
-0.1950 1.0000 1.0000 -0.0000
-0.1940 1.0000 1.0000 -0.0000
-0.1930 1.0000 1.0000 -0.0000
-0.1920 1.0000 1.0000 -0.0000
-0.1910 1.0000 1.0000 -0.0000
-0.1900 1.0000 1.0000 -0.0000
-0.1890 1.0000 1.0000 -0.0000
-0.1880 1.0000 1.0000 -0.0000
-0.1870 1.0000 1.0000 -0.0000
-0.1860 1.0000 1.0000 -0.0000
-0.1850 1.0000 1.0000 -0.0000
-0.1840 1.0000 1.0000 -0.0000
-0.1830 1.0000 1.0000 -0.0000
-0.1820 1.0000 1.0000 -0.0000
-0.1810 1.0000 1.0000 -0.0000
-0.1800 1.0000 1.0000 -0.0000
-0.1790 1.0000 1.0000 -0.0000
-0.1780 1.0000 1.0000 -0.0000
-0.1770 1.0000 1.0000 -0.0000
-0.1760 1.0000 1.0000 -0.0000
-0.1750 1.0000 1.0000 -0.0000
-0.1740 1.0000 1.0000 -0.0000
-0.1730 1.0000 1.0000 -0.0000
-0.1720 1.0000 1.0000 -0.0000
-0.1710 1.0000 1.0000 -0.0000
-0.1700 1.0000 1.0000 -0.0000
-0.1690 1.0000 1.0000 -0.0000
-0.1680 1.0000 1.0000 -0.0000
-0.1670 1.0000 1.0000 -0.0000
-0.1660 1.0000 1.0000 -0.0000
-0.1650 1.0000 1.0000 -0.0000
-0.1640 1.0000 1.0000 -0.0000
-0.1630 1.0000 1.0000 -0.0000
-0.1620 1.0000 1.0000 -0.0000
-0.1610 1.0000 1.0000 -0.0000
-0.1600 1.0000 1.0000 -0.0000
-0.1590 1.0000 1.0000 -0.0000
-0.1580 1.0000 1.0000 -0.0000
-0.1570 1.0000 1.0000 -0.0000
-0.1560 1.0000 1.0000 -0.0000
-0.1550 1.0000 1.0000 -0.0000
-0.1540 1.0000 1.0000 -0.0000
-0.1530 1.0000 1.0000 -0.0000
-0.1520 1.0000 1.0000 -0.0000
-0.1510 1.0000 1.0000 -0.0000
-0.1500 1.0000 1.0000 -0.0000
-0.1490 1.0000 1.0000 -0.0000
-0.1480 1.0000 1.0000 -0.0000
-0.1470 1.0000 1.0000 -0.0000
-0.1460 1.0000 1.0000 -0.0000
-0.1450 1.0000 1.0000 -0.0000
-0.1440 1.0000 1.0000 -0.0000
-0.1430 1.0000 1.0000 -0.0000
-0.1420 1.0000 1.0000 -0.0000
-0.1410 1.0000 1.0000 -0.0000
-0.1400 1.0000 1.0000 -0.0000
-0.1390 1.0000 1.0000 -0.0000
-0.1380 1.0000 1.0000 -0.0000
-0.1370 1.0000 1.0000 -0.0000
-0.1360 1.0000 1.0000 -0.0000
-0.1350 1.0000 1.0000 -0.0000
-0.1340 1.0000 1.0000 -0.0000
-0.1330 1.0000 1.0000 -0.0000
-0.1320 1.0000 1.0000 -0.0000
-0.1310 1.0000 1.0000 -0.0000
-0.1300 1.0000 1.0000 -0.0000
-0.1290 1.0000 1.0000 -0.0000
-0.1280 1.0000 1.0000 -0.0000
-0.1270 1.0000 1.0000 -0.0000
-0.1260 1.0000 1.0000 -0.0000
-0.1250 1.0000 1.0000 -0.0000
-0.1240 1.0000 1.0000 -0.0000
-0.1230 1.0000 1.0000 -0.0000
-0.1220 1.0000 1.0000 -0.0000
-0.1210 1.0000 1.0000 -0.0000
-0.1200 1.0000 1.0000 -0.0000
-0.1190 1.0000 1.0000 -0.0000
-0.1180 1.0000 1.0000 -0.0000
-0.1170 1.0000 1.0000 -0.0000
-0.1160 1.0000 1.0000 -0.0000
-0.1150 1.0000 1.0000 -0.0000
-0.1140 1.0000 1.0000 -0.0000
-0.1130 1.0000 1.0000 -0.0000
-0.1120 1.0000 1.0000 -0.0000
-0.1110 1.0000 1.0000 -0.0000
-0.1100 1.0000 1.0000 -0.0000
-0.1090 1.0000 1.0000 -0.0000
-0.1080 1.0000 1.0000 -0.0000
-0.1070 1.0000 1.0000 -0.0000
-0.1060 1.0000 1.0000 -0.0000
-0.1050 1.0000 1.0000 -0.0000
-0.1040 1.0000 1.0000 -0.0000
-0.1030 1.0000 1.0000 -0.0000
-0.1020 1.0000 1.0000 -0.0000
-0.1010 1.0000 1.0000 -0.0000
-0.1000 1.0000 1.0000 -0.0000
-0.0990 1.0000 1.0000 -0.0000
-0.0980 1.0000 1.0000 -0.0000
-0.0970 1.0000 1.0000 -0.0000
-0.0960 1.0000 1.0000 -0.0000
-0.0950 1.0000 1.0000 -0.0000
-0.0940 1.0000 1.0000 -0.0000
-0.0930 1.0000 1.0000 -0.0000
-0.0920 1.0000 1.0000 -0.0000
-0.0910 1.0000 1.0000 -0.0000
-0.0900 1.0000 1.0000 -0.0000
-0.0890 1.0000 1.0000 -0.0000
-0.0880 1.0000 1.0000 -0.0000
-0.0870 1.0000 1.0000 -0.0000
-0.0860 1.0000 1.0000 -0.0000
-0.0850 1.0000 1.0000 -0.0000
-0.0840 1.0000 1.0000 -0.0000
-0.0830 1.0000 1.0000 -0.0000
-0.0820 1.0000 1.0000 -0.0000
-0.0810 1.0000 1.0000 -0.0000
-0.0800 1.0000 1.0000 -0.0000
-0.0790 1.0000 1.0000 -0.0000
-0.0780 1.0000 1.0000 -0.0000
-0.0770 1.0000 1.0000 -0.0000
-0.0760 1.0000 1.0000 -0.0000
-0.0750 1.0000 1.0000 -0.0000
-0.0740 1.0000 1.0000 -0.0000
-0.0730 1.0000 1.0000 -0.0000
-0.0720 1.0000 1.0000 -0.0000
-0.0710 1.0000 1.0000 -0.0000
-0.0700 1.0000 1.0000 -0.0000
-0.0690 1.0000 1.0000 -0.0000
-0.0680 1.0000 1.0000 -0.0000
-0.0670 1.0000 1.0000 -0.0000
-0.0660 1.0000 1.0000 -0.0000
-0.0650 1.0000 1.0000 -0.0000
-0.0640 1.0000 1.0000 -0.0000
-0.0630 1.0000 1.0000 -0.0000
-0.0620 1.0000 1.0000 -0.0000
-0.0610 1.0000 1.0000 -0.0000
-0.0600 1.0000 1.0000 -0.0000
-0.0590 1.0000 1.0000 -0.0000
-0.0580 1.0000 1.0000 -0.0000
-0.0570 1.0000 1.0000 -0.0000
-0.0560 1.0000 1.0000 -0.0000
-0.0550 1.0000 1.0000 -0.0000
-0.0540 1.0000 1.0000 -0.0000
-0.0530 1.0000 1.0000 -0.0000
-0.0520 1.0000 1.0000 -0.0000
-0.0510 1.0000 1.0000 -0.0000
-0.0500 1.0000 1.0000 -0.0000
-0.0490 1.0000 1.0000 -0.0000
-0.0480 1.0000 1.0000 -0.0000
-0.0470 1.0000 1.0000 -0.0000
-0.0460 1.0000 1.0000 -0.0000
-0.0450 1.0000 1.0000 -0.0000
-0.0440 1.0000 1.0000 -0.0000
-0.0430 1.0000 1.0000 -0.0000
-0.0420 1.0000 1.0000 -0.0000
-0.0410 1.0000 1.0000 -0.0000
-0.0400 1.0000 1.0000 -0.0000
-0.0390 1.0000 1.0000 -0.0000
-0.0380 1.0000 1.0000 -0.0000
-0.0370 1.0000 1.0000 -0.0000
-0.0360 1.0000 1.0000 -0.0000
-0.0350 1.0000 1.0000 -0.0000
-0.0340 1.0000 1.0000 -0.0000
-0.0330 1.0000 1.0000 -0.0000
-0.0320 1.0000 1.0000 -0.0000
-0.0310 1.0000 1.0000 -0.0000
-0.0300 1.0000 1.0000 -0.0000
-0.0290 1.0000 1.0000 -0.0000
-0.0280 1.0000 1.0000 -0.0000
-0.0270 1.0000 1.0000 -0.0000
-0.0260 1.0000 1.0000 -0.0000
-0.0250 1.0000 1.0000 -0.0000
-0.0240 1.0000 1.0000 -0.0000
-0.0230 1.0000 1.0000 -0.0000
-0.0220 1.0000 1.0000 -0.0000
-0.0210 1.0000 1.0000 -0.0000
-0.0200 1.0000 1.0000 -0.0000
-0.0190 1.0000 1.0000 -0.0000
-0.0180 1.0000 1.0000 -0.0000
-0.0170 1.0000 1.0000 -0.0000
-0.0160 1.0000 1.0000 -0.0000
-0.0150 1.0000 1.0000 -0.0000
-0.0140 1.0000 1.0000 -0.0000
-0.0130 1.0000 1.0000 -0.0000
-0.0120 1.0000 1.0000 -0.0000
-0.0110 1.0000 1.0000 -0.0000
-0.0100 1.0000 1.0000 -0.0000
-0.0090 1.0000 1.0000 -0.0000
-0.0080 1.0000 1.0000 -0.0000
-0.0070 1.0000 1.0000 -0.0000
-0.0060 1.0000 1.0000 -0.0000
-0.0050 1.0000 1.0000 -0.0000
-0.0040 1.0000 1.0000 -0.0000
-0.0030 1.0000 1.0000 -0.0000
-0.0020 1.0000 1.0000 -0.0000
-0.0010 1.0000 1.0000 -0.0000
0.0000 1.0000 1.0000 -0.0000
0.0010 1.0000 1.0000 -0.0000
0.0020 1.0000 1.0000 -0.0000
0.0030 1.0000 1.0000 -0.0000
0.0040 1.0000 1.0000 -0.0000
0.0050 1.0000 1.0000 -0.0000
0.0060 1.0000 1.0000 -0.0000
0.0070 1.0000 1.0000 -0.0000
0.0080 1.0000 1.0000 -0.0000
0.0090 1.0000 1.0000 -0.0000
0.0100 1.0000 1.0000 -0.0000
0.0110 1.0000 1.0000 -0.0000
0.0120 1.0000 1.0000 -0.0000
0.0130 1.0000 1.0000 -0.0000
0.0140 1.0000 1.0000 -0.0000
0.0150 1.0000 1.0000 -0.0000
0.0160 1.0000 1.0000 -0.0000
0.0170 1.0000 1.0000 -0.0000
0.0180 1.0000 1.0000 -0.0000
0.0190 1.0000 1.0000 -0.0000
0.0200 1.0000 1.0000 -0.0000
0.0210 1.0000 1.0000 -0.0000
0.0220 1.0000 1.0000 -0.0000
0.0230 1.0000 1.0000 -0.0000
0.0240 1.0000 1.0000 -0.0000
0.0250 1.0000 1.0000 -0.0000
0.0260 1.0000 1.0000 -0.0000
0.0270 1.0000 1.0000 -0.0000
0.0280 1.0000 1.0000 -0.0000
0.0290 1.0000 1.0000 -0.0000
0.0300 1.0000 1.0000 -0.0000
0.0310 1.0000 1.0000 -0.0000
0.0320 1.0000 1.0000 -0.0000
0.0330 1.0000 1.0000 -0.0000
0.0340 1.0000 1.0000 -0.0000
0.0350 1.0000 1.0000 -0.0000
0.0360 1.0000 1.0000 -0.0000
0.0370 1.0000 1.0000 -0.0000
0.0380 1.0000 1.0000 -0.0000
0.0390 1.0000 1.0000 -0.0000
0.0400 1.0000 1.0000 -0.0000
0.0410 1.0000 1.0000 -0.0000
0.0420 1.0000 1.0000 -0.0000
0.0430 1.0000 1.0000 -0.0000
0.0440 1.0000 1.0000 -0.0000
0.0450 1.0000 1.0000 -0.0000
0.0460 1.0000 1.0000 -0.0000
0.0470 1.0000 1.0000 -0.0000
0.0480 1.0000 1.0000 -0.0000
0.0490 1.0000 1.0000 -0.0000
0.0500 1.0000 1.0000 -0.0000
0.0510 1.0000 1.0000 -0.0000
0.0520 1.0000 1.0000 -0.0000
0.0530 1.0000 1.0000 -0.0000
0.0540 1.0000 1.0000 -0.0000
0.0550 1.0000 1.0000 -0.0000
0.0560 1.0000 1.0000 -0.0000
0.0570 1.0000 1.0000 -0.0000
0.0580 1.0000 1.0000 -0.0000
0.0590 1.0000 1.0000 -0.0000
0.0600 1.0000 1.0000 -0.0000
0.0610 1.0000 1.0000 -0.0000
0.0620 1.0000 1.0000 -0.0000
0.0630 1.0000 1.0000 -0.0000
0.0640 1.0000 1.0000 -0.0000
0.0650 1.0000 1.0000 -0.0000
0.0660 1.0000 1.0000 -0.0000
0.0670 1.0000 1.0000 -0.0000
0.0680 1.0000 1.0000 -0.0000
0.0690 1.0000 1.0000 -0.0000
0.0700 1.0000 1.0000 -0.0000
0.0710 1.0000 1.0000 -0.0000
0.0720 1.0000 1.0000 -0.0000
0.0730 1.0000 1.0000 -0.0000
0.0740 1.0000 1.0000 -0.0000
0.0750 1.0000 1.0000 -0.0000
0.0760 1.0000 1.0000 -0.0000
0.0770 1.0000 1.0000 -0.0000
0.0780 1.0000 1.0000 -0.0000
0.0790 1.0000 1.0000 -0.0000
0.0800 1.0000 1.0000 -0.0000
0.0810 1.0000 1.0000 -0.0000
0.0820 1.0000 1.0000 -0.0000
0.0830 1.0000 1.0000 -0.0000
0.0840 1.0000 1.0000 -0.0000
0.0850 1.0000 1.0000 -0.0000
0.0860 1.0000 1.0000 -0.0000
0.0870 1.0000 1.0000 -0.0000
0.0880 1.0000 1.0000 -0.0000
0.0890 1.0000 1.0000 -0.0000
0.0900 1.0000 1.0000 -0.0000
0.0910 1.0000 1.0000 -0.0000
0.0920 1.0000 1.0000 -0.0000
0.0930 1.0000 1.0000 -0.0000
0.0940 1.0000 1.0000 -0.0000
0.0950 1.0000 1.0000 -0.0000
0.0960 1.0000 1.0000 -0.0000
0.0970 1.0000 1.0000 -0.0000
0.0980 1.0000 1.0000 -0.0000
0.0990 1.0000 1.0000 -0.0000
0.1000 1.0000 1.0000 -0.0000
0.1010 1.0000 1.0000 -0.0000
0.1020 1.0000 1.0000 -0.0000
0.1030 1.0000 1.0000 -0.0000
0.1040 1.0000 1.0000 -0.0000
0.1050 1.0000 1.0000 -0.0000
0.1060 1.0000 1.0000 -0.0000
0.1070 1.0000 1.0000 -0.0000
0.1080 1.0000 1.0000 -0.0000
0.1090 1.0000 1.0000 -0.0000
0.1100 1.0000 1.0000 -0.0000
0.1110 1.0000 1.0000 -0.0000
0.1120 1.0000 1.0000 -0.0000
0.1130 1.0000 1.0000 -0.0000
0.1140 1.0000 1.0000 -0.0000
0.1150 1.0000 1.0000 -0.0000
0.1160 1.0000 1.0000 -0.0000
0.1170 1.0000 1.0000 -0.0000
0.1180 1.0000 1.0000 -0.0000
0.1190 1.0000 1.0000 -0.0000
0.1200 1.0000 1.0000 -0.0000
0.1210 1.0000 1.0000 -0.0000
0.1220 1.0000 1.0000 -0.0000
0.1230 1.0000 1.0000 -0.0000
0.1240 1.0000 1.0000 -0.0000
0.1250 1.0000 1.0000 -0.0000
0.1260 1.0000 1.0000 -0.0000
0.1270 1.0000 1.0000 -0.0000
0.1280 1.0000 1.0000 -0.0000
0.1290 1.0000 1.0000 -0.0000
0.1300 1.0000 1.0000 -0.0000
0.1310 1.0000 1.0000 -0.0000
0.1320 1.0000 1.0000 -0.0000
0.1330 1.0000 1.0000 -0.0000
0.1340 1.0000 1.0000 -0.0000
0.1350 1.0000 1.0000 -0.0000
0.1360 1.0000 1.0000 -0.0000
0.1370 1.0000 1.0000 -0.0000
0.1380 1.0000 1.0000 -0.0000
0.1390 1.0000 1.0000 -0.0000
0.1400 1.0000 1.0000 -0.0000
0.1410 1.0000 1.0000 -0.0000
0.1420 1.0000 1.0000 -0.0000
0.1430 1.0000 1.0000 -0.0000
0.1440 1.0000 1.0000 -0.0000
0.1450 1.0000 1.0000 -0.0000
0.1460 1.0000 1.0000 -0.0000
0.1470 1.0000 1.0000 -0.0000
0.1480 1.0000 1.0000 -0.0000
0.1490 1.0000 1.0000 -0.0000
0.1500 1.0000 1.0000 -0.0000
0.1510 1.0000 1.0000 -0.0000
0.1520 1.0000 1.0000 -0.0000
0.1530 1.0000 1.0000 -0.0000
0.1540 1.0000 1.0000 -0.0000
0.1550 1.0000 1.0000 -0.0000
0.1560 1.0000 1.0000 -0.0000
0.1570 1.0000 1.0000 -0.0000
0.1580 0.9999 1.0000 -0.0001
0.1590 0.9999 1.0000 -0.0001
0.1600 0.9999 1.0000 -0.0001
0.1610 0.9999 1.0000 -0.0001
0.1620 0.9999 1.0000 -0.0001
0.1630 0.9999 1.0000 -0.0001
0.1640 0.9999 1.0000 -0.0001
0.1650 0.9999 1.0000 -0.0001
0.1660 0.9999 1.0000 -0.0001
0.1670 0.9999 1.0000 -0.0001
0.1680 0.9998 1.0000 -0.0002
0.1690 0.9998 1.0000 -0.0002
0.1700 0.9998 1.0000 -0.0002
0.1710 0.9998 1.0000 -0.0002
0.1720 0.9998 1.0000 -0.0002
0.1730 0.9997 1.0000 -0.0003
0.1740 0.9997 1.0000 -0.0003
0.1750 0.9997 1.0000 -0.0003
0.1760 0.9996 1.0000 -0.0004
0.1770 0.9996 1.0000 -0.0004
0.1780 0.9996 1.0000 -0.0004
0.1790 0.9995 1.0000 -0.0005
0.1800 0.9995 1.0000 -0.0005
0.1810 0.9994 1.0000 -0.0006
0.1820 0.9994 1.0000 -0.0006
0.1830 0.9993 1.0000 -0.0007
0.1840 0.9992 1.0000 -0.0008
0.1850 0.9992 1.0000 -0.0008
0.1860 0.9991 1.0000 -0.0009
0.1870 0.9990 1.0000 -0.0010
0.1880 0.9989 1.0000 -0.0011
0.1890 0.9988 1.0000 -0.0012
0.1900 0.9987 1.0000 -0.0013
0.1910 0.9986 1.0000 -0.0014
0.1920 0.9985 1.0000 -0.0015
0.1930 0.9984 1.0000 -0.0016
0.1940 0.9982 1.0000 -0.0018
0.1950 0.9981 1.0000 -0.0019
0.1960 0.9979 1.0000 -0.0021
0.1970 0.9977 1.0000 -0.0023
0.1980 0.9975 1.0000 -0.0025
0.1990 0.9974 1.0000 -0.0026
0.2000 0.9971 1.0000 -0.0029
0.2010 0.9969 1.0000 -0.0031
0.2020 0.9967 1.0000 -0.0033
0.2030 0.9964 1.0000 -0.0036
0.2040 0.9961 1.0000 -0.0039
0.2050 0.9959 1.0000 -0.0041
0.2060 0.9955 1.0000 -0.0045
0.2070 0.9952 1.0000 -0.0048
0.2080 0.9949 1.0000 -0.0051
0.2090 0.9945 1.0000 -0.0055
0.2100 0.9941 1.0000 -0.0059
0.2110 0.9937 1.0000 -0.0063
0.2120 0.9933 1.0000 -0.0067
0.2130 0.9928 1.0000 -0.0072
0.2140 0.9923 1.0000 -0.0077
0.2150 0.9918 1.0000 -0.0082
0.2160 0.9913 1.0000 -0.0087
0.2170 0.9907 1.0000 -0.0093
0.2180 0.9901 1.0000 -0.0099
0.2190 0.9895 1.0000 -0.0105
0.2200 0.9888 1.0000 -0.0112
0.2210 0.9881 1.0000 -0.0119
0.2220 0.9874 1.0000 -0.0126
0.2230 0.9866 1.0000 -0.0134
0.2240 0.9859 1.0000 -0.0141
0.2250 0.9850 1.0000 -0.0150
0.2260 0.9842 1.0000 -0.0158
0.2270 0.9832 1.0000 -0.0168
0.2280 0.9823 1.0000 -0.0177
0.2290 0.9813 1.0000 -0.0187
0.2300 0.9803 1.0000 -0.0197
0.2310 0.9792 1.0000 -0.0208
0.2320 0.9781 1.0000 -0.0219
0.2330 0.9770 1.0000 -0.0230
0.2340 0.9758 1.0000 -0.0242
0.2350 0.9745 1.0000 -0.0255
0.2360 0.9732 1.0000 -0.0268
0.2370 0.9719 1.0000 -0.0281
0.2380 0.9705 1.0000 -0.0295
0.2390 0.9691 1.0000 -0.0309
0.2400 0.9676 1.0000 -0.0324
0.2410 0.9661 1.0000 -0.0339
0.2420 0.9645 1.0000 -0.0355
0.2430 0.9629 1.0000 -0.0371
0.2440 0.9612 1.0000 -0.0388
0.2450 0.9595 1.0000 -0.0405
0.2460 0.9577 1.0000 -0.0423
0.2470 0.9559 1.0000 -0.0441
0.2480 0.9540 1.0000 -0.0460
0.2490 0.9521 1.0000 -0.0479
0.2500 0.9501 1.0000 -0.0499
0.2510 0.9480 0.9960 -0.0480
0.2520 0.9460 0.9920 -0.0460
0.2530 0.9438 0.9880 -0.0442
0.2540 0.9416 0.9840 -0.0424
0.2550 0.9394 0.9800 -0.0406
0.2560 0.9371 0.9760 -0.0389
0.2570 0.9348 0.9720 -0.0372
0.2580 0.9324 0.9680 -0.0356
0.2590 0.9300 0.9640 -0.0340
0.2600 0.9275 0.9600 -0.0325
0.2610 0.9250 0.9560 -0.0310
0.2620 0.9224 0.9520 -0.0296
0.2630 0.9198 0.9480 -0.0282
0.2640 0.9171 0.9440 -0.0269
0.2650 0.9144 0.9400 -0.0256
0.2660 0.9116 0.9360 -0.0244
0.2670 0.9088 0.9320 -0.0232
0.2680 0.9059 0.9280 -0.0221
0.2690 0.9030 0.9240 -0.0210
0.2700 0.9001 0.9200 -0.0199
0.2710 0.8971 0.9160 -0.0189
0.2720 0.8941 0.9120 -0.0179
0.2730 0.8910 0.9080 -0.0170
0.2740 0.8879 0.9040 -0.0161
0.2750 0.8848 0.9000 -0.0152
0.2760 0.8816 0.8960 -0.0144
0.2770 0.8784 0.8920 -0.0136
0.2780 0.8752 0.8880 -0.0128
0.2790 0.8719 0.8840 -0.0121
0.2800 0.8686 0.8800 -0.0114
0.2810 0.8652 0.8760 -0.0108
0.2820 0.8619 0.8720 -0.0101
0.2830 0.8584 0.8680 -0.0096
0.2840 0.8550 0.8640 -0.0090
0.2850 0.8515 0.8600 -0.0085
0.2860 0.8481 0.8560 -0.0079
0.2870 0.8445 0.8520 -0.0075
0.2880 0.8410 0.8480 -0.0070
0.2890 0.8374 0.8440 -0.0066
0.2900 0.8338 0.8400 -0.0062
0.2910 0.8302 0.8360 -0.0058
0.2920 0.8266 0.8320 -0.0054
0.2930 0.8230 0.8280 -0.0050
0.2940 0.8193 0.8240 -0.0047
0.2950 0.8156 0.8200 -0.0044
0.2960 0.8119 0.8160 -0.0041
0.2970 0.8082 0.8120 -0.0038
0.2980 0.8044 0.8080 -0.0036
0.2990 0.8006 0.8040 -0.0034
0.3000 0.7969 0.8000 -0.0031
0.3010 0.7931 0.7960 -0.0029
0.3020 0.7893 0.7920 -0.0027
0.3030 0.7855 0.7880 -0.0025
0.3040 0.7816 0.7840 -0.0024
0.3050 0.7778 0.7800 -0.0022
0.3060 0.7740 0.7760 -0.0020
0.3070 0.7701 0.7720 -0.0019
0.3080 0.7662 0.7680 -0.0018
0.3090 0.7624 0.7640 -0.0016
0.3100 0.7585 0.7600 -0.0015
0.3110 0.7546 0.7560 -0.0014
0.3120 0.7507 0.7520 -0.0013
0.3130 0.7468 0.7480 -0.0012
0.3140 0.7429 0.7440 -0.0011
0.3150 0.7389 0.7400 -0.0011
0.3160 0.7350 0.7360 -0.0010
0.3170 0.7311 0.7320 -0.0009
0.3180 0.7271 0.7280 -0.0009
